pH,Turbidez,Temperatura,TDS,ORP,OD,Etiqueta
7.5,3.0,25.8,888.0,403.0,8.4,Agua Segura
7.8,2.0,25.5,67.0,404.0,9.3,Agua Segura
6.8,3.0,21.0,277.0,598.0,6.5,Agua Segura
6.2,15.0,32.0,538.0,-74.0,2.7,Anomalia Biologica/Estancamiento
6.9,2.0,15.4,388.0,584.0,9.7,Agua Segura
6.7,2.0,27.0,220.0,396.0,6.6,Agua Segura
7.9,7.0,29.6,418.0,-38.0,2.5,Anomalia Biologica/Estancamiento
7.3,3.0,29.1,1000.0,456.0,7.4,Agua Segura
6.7,2.0,28.5,183.0,479.0,8.2,Agua Segura
3.3,4.0,16.3,1000.0,-758.0,5.3,Anomalia Quimica
2.0,8.0,25.9,1000.0,-516.0,2.6,Anomalia Quimica
7.7,2.0,17.9,582.0,508.0,8.4,Agua Segura
8.1,1.0,17.9,597.0,213.0,7.4,Agua Segura
6.9,3.0,15.1,912.0,523.0,7.0,Agua Segura
7.4,2.0,16.8,90.0,263.0,8.7,Agua Segura
3.8,8.0,16.5,1000.0,-750.0,3.0,Anomalia Quimica
6.8,3.0,15.8,945.0,478.0,7.9,Agua Segura
7.4,1.0,21.3,263.0,439.0,9.1,Agua Segura
6.7,1.0,16.4,394.0,979.0,9.1,Anomalia de Hardware
8.1,4000.0,23.7,751.0,295.0,8.3,Anomalia de Hardware
6.6,2.0,26.6,639.0,434.0,5.9,Agua Segura
8.3,2.0,23.1,506.0,241.0,7.2,Agua Segura
8.0,2.0,22.7,520.0,394.0,8.0,Agua Segura
7.1,219.0,27.8,709.0,110.0,7.3,Anomalia Fisica
4.7,10.0,26.7,1000.0,-627.0,5.9,Anomalia Quimica
8.4,0.0,23.3,287.0,395.0,7.6,Agua Segura
7.6,1.0,29.0,777.0,276.0,9.7,Agua Segura
8.0,3.0,27.8,916.0,255.0,7.5,Agua Segura
6.9,3.0,25.2,796.0,586.0,9.8,Agua Segura
4.7,8.0,23.0,1000.0,-244.0,5.5,Anomalia Quimica
7.8,16.0,33.1,670.0,21.0,2.3,Anomalia Biologica/Estancamiento
8.3,4.0,23.6,946.0,429.0,9.3,Agua Segura
5.2,4.0,16.7,1000.0,-220.0,4.9,Anomalia Quimica
7.7,4000.0,17.4,139.0,532.0,8.7,Anomalia de Hardware
7.8,2.0,28.0,732.0,349.0,9.6,Agua Segura
8.1,1.0,28.3,245.0,386.0,8.6,Agua Segura
7.5,0.0,19.2,542.0,306.0,6.2,Agua Segura
7.7,30.0,27.6,359.0,-116.0,0.4,Anomalia Biologica/Estancamiento
8.0,11.0,28.5,355.0,-91.0,1.7,Anomalia Biologica/Estancamiento
7.2,0.0,17.8,784.0,449.0,6.8,Agua Segura
7.9,1.0,24.0,453.0,198.0,5.7,Agua Segura
6.8,1.0,21.9,201.0,410.0,9.0,Agua Segura
7.6,2.0,17.5,294.0,416.0,6.3,Agua Segura
5.1,7.0,15.8,1000.0,-212.0,4.3,Anomalia Quimica
7.6,1.0,21.0,785.0,552.0,9.5,Agua Segura
8.0,1.0,19.4,340.0,574.0,9.1,Agua Segura
6.8,1.0,18.0,270.0,204.0,7.3,Agua Segura
8.1,0.0,16.2,663.0,433.0,9.2,Agua Segura
8.1,1.0,24.6,313.0,498.0,9.4,Agua Segura
7.2,3.0,18.5,700.0,386.0,10.1,Agua Segura
8.0,1.0,29.6,125.0,592.0,7.2,Agua Segura
6.2,15.0,29.7,585.0,-100.0,1.3,Anomalia Biologica/Estancamiento
6.8,0.0,19.5,683.0,193.0,7.1,Agua Segura
8.1,1.0,28.9,482.0,504.0,9.4,Agua Segura
6.6,2.0,15.0,195.0,193.0,4.9,Agua Segura
7.8,2.0,23.4,686.0,160.0,4.3,Agua Segura
7.8,1.0,17.2,124.0,291.0,6.2,Agua Segura
8.0,0.0,17.0,288.0,258.0,6.7,Agua Segura
7.0,2.0,27.0,428.0,347.0,9.9,Agua Segura
6.7,2.0,26.7,324.0,141.0,5.1,Agua Segura
8.3,0.0,28.2,743.0,427.0,8.6,Agua Segura
7.9,1.0,19.3,535.0,90.0,5.0,Agua Segura
7.0,1.0,25.6,388.0,538.0,7.2,Agua Segura
8.3,15.0,34.3,535.0,-90.0,0.5,Anomalia Biologica/Estancamiento
7.4,2.0,20.6,240.0,274.0,8.7,Agua Segura
7.5,1.0,24.1,410.0,136.0,5.3,Agua Segura
7.4,3999.0,21.5,764.0,567.0,6.3,Anomalia de Hardware
7.6,4000.0,23.8,764.0,439.0,9.5,Anomalia de Hardware
7.7,2.0,24.5,304.0,169.0,6.7,Agua Segura
2.8,9.0,18.2,1000.0,-157.0,3.5,Anomalia Quimica
7.6,2.0,28.3,368.0,588.0,6.2,Agua Segura
7.7,168.0,18.4,794.0,179.0,5.7,Anomalia Fisica
8.2,3.0,23.4,1000.0,485.0,9.9,Agua Segura
3.4,3.0,16.7,1000.0,-556.0,3.5,Anomalia Quimica
8.0,2.0,21.0,335.0,610.0,10.0,Agua Segura
7.8,2.0,18.0,662.0,417.0,8.1,Agua Segura
7.4,2.0,17.7,502.0,278.0,7.5,Agua Segura
7.1,0.0,25.2,361.0,364.0,6.1,Agua Segura
6.8,0.0,25.5,262.0,412.0,7.7,Agua Segura
3.2,8.0,25.2,1000.0,-231.0,5.1,Anomalia Quimica
8.3,1.0,17.9,299.0,304.0,7.5,Agua Segura
6.9,1.0,18.6,586.0,393.0,8.3,Agua Segura
7.6,294.0,19.5,535.0,154.0,4.5,Anomalia Fisica
7.9,4000.0,30.0,97.0,263.0,9.3,Anomalia de Hardware
7.7,1.0,25.4,144.0,362.0,9.5,Agua Segura
8.0,248.0,24.3,825.0,262.0,7.4,Anomalia Fisica
6.8,2.0,15.5,451.0,294.0,9.7,Agua Segura
7.1,3.0,28.3,617.0,438.0,9.4,Agua Segura
7.8,1.0,29.9,575.0,259.0,6.9,Agua Segura
6.8,1.0,23.9,691.0,552.0,7.7,Agua Segura
7.9,3.0,19.5,939.0,233.0,8.5,Agua Segura
4.2,9.0,21.0,1000.0,-131.0,5.0,Anomalia Quimica
8.0,0.0,24.5,318.0,578.0,7.0,Agua Segura
7.6,2.0,23.0,385.0,240.0,9.4,Agua Segura
7.1,2.0,28.8,191.0,341.0,6.7,Agua Segura
6.7,1.0,22.7,230.0,193.0,5.8,Agua Segura
7.3,27.0,28.9,606.0,-40.0,1.9,Anomalia Biologica/Estancamiento
7.9,1.0,18.7,623.0,271.0,7.8,Agua Segura
6.8,299.0,19.0,789.0,157.0,4.0,Anomalia Fisica
7.4,1.0,16.1,759.0,262.0,6.7,Agua Segura
7.4,2.0,28.3,678.0,521.0,6.0,Agua Segura
3.7,13.0,17.5,1000.0,-227.0,5.3,Anomalia Quimica
4.4,4.0,21.3,1000.0,-213.0,4.1,Anomalia Quimica
7.1,1.0,16.6,246.0,482.0,9.8,Agua Segura
8.0,25.0,29.0,662.0,-43.0,0.9,Anomalia Biologica/Estancamiento
5.2,10.0,24.8,1000.0,-737.0,5.0,Anomalia Quimica
7.9,2.0,26.9,639.0,534.0,7.8,Agua Segura
6.8,157.0,21.1,920.0,300.0,7.2,Anomalia Fisica
8.3,3.0,16.2,912.0,266.0,7.2,Agua Segura
8.1,0.0,20.7,655.0,427.0,8.7,Agua Segura
6.2,24.0,32.3,422.0,-10.0,2.4,Anomalia Biologica/Estancamiento
6.8,0.0,17.5,692.0,396.0,7.4,Agua Segura
7.9,2.0,15.4,163.0,193.0,4.8,Agua Segura
8.1,2.0,29.5,301.0,574.0,7.4,Agua Segura
7.8,1.0,30.0,694.0,452.0,8.6,Agua Segura
7.7,1.0,24.9,452.0,542.0,8.2,Agua Segura
7.4,1.0,17.8,734.0,421.0,7.8,Agua Segura
8.0,2.0,28.6,311.0,255.0,6.6,Agua Segura
7.1,8.0,28.1,692.0,-83.0,0.2,Anomalia Biologica/Estancamiento
6.0,8.0,28.4,300.0,-80.0,1.8,Anomalia Biologica/Estancamiento
3.1,5.0,28.5,1000.0,-635.0,3.9,Anomalia Quimica
6.8,2.0,20.9,788.0,244.0,10.1,Agua Segura
2.8,7.0,23.4,1000.0,-400.0,6.1,Anomalia Quimica
7.3,2.0,22.6,328.0,512.0,6.2,Agua Segura
6.8,3.0,25.9,1000.0,430.0,10.1,Agua Segura
6.9,1.0,17.5,174.0,999.0,8.5,Anomalia de Hardware
7.3,6.0,29.2,438.0,-11.0,1.9,Anomalia Biologica/Estancamiento
7.8,2.0,23.3,705.0,520.0,6.4,Agua Segura
7.1,2.0,27.6,371.0,1000.0,9.7,Anomalia de Hardware
7.6,130.0,27.6,503.0,387.0,4.6,Anomalia Fisica
8.1,2.0,23.2,235.0,518.0,9.4,Agua Segura
7.3,112.0,23.6,689.0,137.0,7.4,Anomalia Fisica
6.9,2.0,17.5,164.0,224.0,8.3,Agua Segura
7.1,0.0,24.1,743.0,527.0,9.1,Agua Segura
7.8,0.0,27.7,281.0,421.0,9.9,Agua Segura
6.2,14.0,26.1,316.0,-64.0,2.8,Anomalia Biologica/Estancamiento
7.5,0.0,19.3,464.0,318.0,7.0,Agua Segura
6.6,2.0,19.5,391.0,387.0,7.3,Agua Segura
7.5,3.0,25.3,954.0,471.0,9.7,Agua Segura
7.0,0.0,25.3,249.0,233.0,8.1,Agua Segura
7.1,3.0,27.7,1000.0,267.0,7.0,Agua Segura
6.7,11.0,31.6,351.0,-57.0,0.7,Anomalia Biologica/Estancamiento
8.1,1.0,21.0,566.0,542.0,9.2,Agua Segura
7.0,1.0,26.6,757.0,362.0,8.8,Agua Segura
3.0,1.0,18.5,1000.0,-717.0,3.6,Anomalia Quimica
8.3,2.0,26.6,690.0,400.0,7.1,Agua Segura
4.9,12.0,23.6,1000.0,-400.0,5.5,Anomalia Quimica
5.4,4.0,17.9,1000.0,-755.0,5.0,Anomalia Quimica
7.8,2.0,18.5,260.0,1000.0,9.8,Anomalia de Hardware
6.9,6.0,25.6,284.0,-37.0,2.4,Anomalia Biologica/Estancamiento
7.5,1.0,16.1,64.0,382.0,8.6,Agua Segura
8.0,19.0,26.4,249.0,-99.0,1.2,Anomalia Biologica/Estancamiento
3.2,6.0,21.2,1000.0,-692.0,4.7,Anomalia Quimica
8.1,1.0,29.7,267.0,168.0,4.6,Agua Segura
7.5,2.0,28.9,409.0,516.0,9.8,Agua Segura
8.1,0.0,29.7,93.0,294.0,6.4,Agua Segura
8.2,2.0,21.8,282.0,369.0,8.8,Agua Segura
8.0,1.0,16.6,495.0,581.0,7.4,Agua Segura
8.2,124.0,27.3,343.0,201.0,6.3,Anomalia Fisica
7.7,1.0,28.6,501.0,345.0,8.8,Agua Segura
5.0,8.0,25.6,1000.0,-774.0,4.5,Anomalia Quimica
4.6,12.0,22.4,1000.0,-106.0,4.1,Anomalia Quimica
7.9,2.0,20.1,685.0,441.0,7.7,Agua Segura
7.1,2.0,23.6,391.0,547.0,6.0,Agua Segura
7.2,0.0,27.3,560.0,554.0,8.3,Agua Segura
8.3,4000.0,18.9,53.0,435.0,7.4,Anomalia de Hardware
7.3,117.0,23.7,672.0,226.0,6.3,Anomalia Fisica
8.2,294.0,15.3,558.0,179.0,7.0,Anomalia Fisica
2.5,0.0,16.1,1000.0,-384.0,3.7,Anomalia Quimica
8.2,1.0,28.2,543.0,443.0,6.1,Agua Segura
3.9,9.0,26.7,1000.0,-456.0,4.2,Anomalia Quimica
7.9,2.0,22.2,119.0,192.0,4.4,Agua Segura
8.3,2.0,22.9,207.0,320.0,8.5,Agua Segura
7.8,1.0,23.6,767.0,599.0,6.9,Agua Segura
7.0,29.0,32.2,215.0,-1.0,1.8,Anomalia Biologica/Estancamiento
7.4,3.0,27.0,344.0,150.0,5.6,Agua Segura
8.4,1.0,27.5,523.0,-21.0,0.0,Anomalia de Hardware
7.2,3.0,18.8,778.0,483.0,7.4,Agua Segura
6.9,2.0,15.0,184.0,490.0,7.1,Agua Segura
7.8,3.0,20.8,927.0,294.0,7.3,Agua Segura
7.1,2.0,16.0,555.0,363.0,9.6,Agua Segura
6.7,2.0,28.7,623.0,449.0,7.0,Agua Segura
8.5,22.0,30.5,337.0,-68.0,1.7,Anomalia Biologica/Estancamiento
4.9,0.0,23.2,1000.0,-789.0,1.6,Anomalia Quimica
6.6,27.0,29.4,365.0,-41.0,0.4,Anomalia Biologica/Estancamiento
8.2,1.0,23.6,198.0,613.0,7.9,Agua Segura
7.9,0.0,21.7,797.0,358.0,9.2,Agua Segura
7.8,1.0,21.8,563.0,215.0,6.3,Agua Segura
6.8,1.0,23.0,599.0,541.0,9.3,Agua Segura
7.1,0.0,18.3,424.0,367.0,6.8,Agua Segura
8.1,2.0,15.6,107.0,342.0,9.7,Agua Segura
7.7,2.0,22.7,149.0,402.0,9.5,Agua Segura
6.9,0.0,20.7,103.0,433.0,6.0,Agua Segura
5.4,4.0,28.3,1000.0,-586.0,2.7,Anomalia Quimica
7.7,232.0,24.7,382.0,306.0,7.4,Anomalia Fisica
8.3,80.0,19.8,824.0,281.0,4.7,Anomalia Fisica
6.6,0.0,18.8,386.0,970.0,6.3,Anomalia de Hardware
5.1,0.0,25.4,1000.0,-679.0,3.7,Anomalia Quimica
6.6,2.0,22.5,106.0,197.0,4.3,Agua Segura
7.1,2.0,25.6,219.0,269.0,9.7,Agua Segura
8.3,4.0,19.2,1000.0,199.0,9.8,Agua Segura
7.7,2.0,15.6,735.0,231.0,7.0,Agua Segura
7.7,1.0,28.6,658.0,530.0,9.3,Agua Segura
7.2,1.0,17.4,239.0,397.0,6.0,Agua Segura
7.9,4000.0,24.2,79.0,312.0,6.6,Anomalia de Hardware
8.2,4000.0,15.2,286.0,414.0,8.6,Anomalia de Hardware
7.9,1.0,20.3,360.0,268.0,9.3,Agua Segura
7.5,2.0,28.3,148.0,312.0,6.4,Agua Segura
7.7,1.0,21.5,799.0,313.0,8.9,Agua Segura
6.7,3.0,25.8,613.0,487.0,9.0,Agua Segura
7.5,1.0,18.0,306.0,498.0,8.1,Agua Segura
6.8,141.0,26.2,776.0,212.0,5.6,Anomalia Fisica
7.9,3.0,15.3,305.0,142.0,4.5,Agua Segura
7.2,0.0,25.2,399.0,239.0,7.3,Agua Segura
7.3,24.0,29.1,353.0,20.0,0.8,Anomalia Biologica/Estancamiento
6.8,1.0,19.2,230.0,11.0,0.0,Anomalia de Hardware
7.7,132.0,17.5,425.0,228.0,7.2,Anomalia Fisica
8.4,0.0,27.8,305.0,407.0,9.3,Agua Segura
7.4,2.0,27.6,489.0,321.0,6.3,Agua Segura
7.1,2.0,20.2,99.0,291.0,9.8,Agua Segura
6.7,26.0,25.0,559.0,-90.0,0.6,Anomalia Biologica/Estancamiento
6.4,209.0,23.5,783.0,324.0,4.9,Anomalia Fisica
7.4,231.0,17.9,870.0,223.0,7.4,Anomalia Fisica
8.3,1.0,19.8,626.0,407.0,10.0,Agua Segura
7.6,1.0,27.7,524.0,208.0,7.8,Agua Segura
8.2,1.0,26.5,40.0,312.0,6.4,Agua Segura
3.4,14.0,26.7,1000.0,-778.0,2.7,Anomalia Quimica
8.0,2.0,27.3,409.0,429.0,8.2,Agua Segura
6.7,287.0,23.9,694.0,314.0,4.3,Anomalia Fisica
7.9,2.0,16.4,82.0,983.0,7.8,Anomalia de Hardware
7.5,296.0,16.9,754.0,308.0,6.9,Anomalia Fisica
3.5,13.0,30.1,1000.0,-742.0,4.5,Anomalia Quimica
7.4,0.0,28.3,429.0,518.0,8.9,Agua Segura
6.9,3.0,28.7,989.0,317.0,6.9,Agua Segura
7.9,0.0,17.2,127.0,557.0,7.4,Agua Segura
7.4,1.0,19.7,146.0,522.0,6.1,Agua Segura
7.9,1.0,17.3,762.0,106.0,3.9,Agua Segura
7.6,1.0,24.7,429.0,564.0,7.2,Agua Segura
7.9,2.0,21.8,95.0,204.0,5.0,Agua Segura
7.6,0.0,26.9,519.0,122.0,5.7,Agua Segura
8.4,2.0,16.3,66.0,593.0,6.8,Agua Segura
3.2,3.0,19.3,1000.0,-215.0,3.1,Anomalia Quimica
7.2,3.0,21.0,943.0,486.0,9.1,Agua Segura
6.7,3.0,24.8,704.0,504.0,6.1,Agua Segura
6.7,2.0,17.6,337.0,549.0,8.0,Agua Segura
6.6,1.0,15.9,446.0,208.0,6.2,Agua Segura
7.9,10.0,25.7,529.0,20.0,2.6,Anomalia Biologica/Estancamiento
7.8,110.0,20.9,469.0,179.0,7.5,Anomalia Fisica
7.9,3.0,17.0,1000.0,383.0,7.3,Agua Segura
8.1,209.0,19.5,643.0,122.0,4.7,Anomalia Fisica
8.3,8.0,28.9,302.0,-31.0,2.8,Anomalia Biologica/Estancamiento
6.7,0.0,18.4,419.0,531.0,5.9,Agua Segura
6.5,6.0,27.8,598.0,-24.0,0.3,Anomalia Biologica/Estancamiento
4.7,15.0,19.8,1000.0,-786.0,5.5,Anomalia Quimica
7.7,0.0,26.1,238.0,276.0,7.9,Agua Segura
7.6,10.0,34.7,495.0,-82.0,1.0,Anomalia Biologica/Estancamiento
7.0,0.0,18.8,279.0,296.0,9.3,Agua Segura
8.5,1.0,24.2,456.0,264.0,7.5,Agua Segura
7.2,0.0,17.5,702.0,239.0,9.5,Agua Segura
7.6,2.0,17.1,463.0,197.0,6.5,Agua Segura
8.3,0.0,15.5,383.0,22.0,0.0,Anomalia de Hardware
7.8,3.0,15.1,649.0,493.0,7.9,Agua Segura
7.8,2.0,28.4,180.0,262.0,8.8,Agua Segura
7.9,2.0,23.1,584.0,429.0,8.9,Agua Segura
7.8,2.0,29.2,303.0,406.0,9.8,Agua Segura
7.5,3.0,15.8,964.0,573.0,8.5,Agua Segura
8.3,2.0,26.8,164.0,285.0,6.8,Agua Segura
7.2,3.0,27.3,764.0,523.0,7.4,Agua Segura
7.8,3.0,19.3,973.0,323.0,9.2,Agua Segura
8.0,1.0,26.1,138.0,281.0,6.9,Agua Segura
7.9,96.0,24.1,463.0,138.0,4.2,Anomalia Fisica
7.4,3.0,27.0,897.0,551.0,9.3,Agua Segura
6.9,3.0,29.0,779.0,571.0,7.5,Agua Segura
6.7,2.0,23.9,279.0,423.0,8.5,Agua Segura
2.2,0.0,25.6,1000.0,-683.0,3.2,Anomalia Quimica
7.0,4.0,19.4,925.0,499.0,7.3,Agua Segura
7.1,1.0,21.0,716.0,403.0,8.6,Agua Segura
8.3,1.0,28.9,737.0,130.0,4.7,Agua Segura
7.8,2.0,20.5,686.0,147.0,4.9,Agua Segura
7.2,2.0,29.2,694.0,239.0,6.2,Agua Segura
8.0,112.0,21.8,517.0,268.0,7.3,Anomalia Fisica
7.8,23.0,26.9,206.0,-7.0,2.0,Anomalia Biologica/Estancamiento
7.8,8.0,27.4,329.0,23.0,0.2,Anomalia Biologica/Estancamiento
8.3,3.0,17.1,1000.0,457.0,6.6,Agua Segura
8.3,3.0,26.3,54.0,531.0,7.1,Agua Segura
7.6,3.0,29.1,994.0,299.0,6.3,Agua Segura
6.7,1.0,28.0,158.0,101.0,5.2,Agua Segura
8.1,1.0,26.9,455.0,210.0,9.8,Agua Segura
6.6,13.0,34.7,219.0,-22.0,2.8,Anomalia Biologica/Estancamiento
7.3,0.0,24.0,231.0,270.0,9.4,Agua Segura
8.3,0.0,25.6,136.0,208.0,9.1,Agua Segura
3.1,9.0,29.1,1000.0,-449.0,2.4,Anomalia Quimica
8.2,1.0,28.6,690.0,564.0,8.9,Agua Segura
7.2,1.0,21.3,119.0,509.0,6.7,Agua Segura
13.3,2.0,19.2,443.0,524.0,7.8,Anomalia de Hardware
6.8,0.0,15.1,539.0,289.0,8.4,Agua Segura
7.7,3.0,19.8,992.0,303.0,6.4,Agua Segura
8.4,1.0,26.8,265.0,464.0,9.7,Agua Segura
6.8,2.0,17.7,466.0,508.0,7.0,Agua Segura
7.2,3.0,23.1,548.0,323.0,9.6,Agua Segura
7.1,1.0,27.4,470.0,292.0,9.7,Agua Segura
8.4,1.0,16.0,692.0,96.0,6.0,Agua Segura
7.0,0.0,28.9,741.0,395.0,6.2,Agua Segura
3.7,5.0,16.8,1000.0,-273.0,4.1,Anomalia Quimica
8.2,3.0,16.6,962.0,249.0,9.1,Agua Segura
12.9,1.0,15.3,618.0,468.0,8.1,Anomalia de Hardware
7.1,6.0,28.9,444.0,-84.0,0.9,Anomalia Biologica/Estancamiento
7.0,2.0,21.5,195.0,220.0,6.3,Agua Segura
8.2,3.0,26.5,1000.0,290.0,6.3,Agua Segura
8.3,3.0,23.3,124.0,489.0,9.9,Agua Segura
8.2,2.0,27.0,550.0,33.0,0.0,Anomalia de Hardware
7.7,1.0,22.8,260.0,435.0,8.0,Agua Segura
7.1,63.0,26.4,860.0,159.0,6.8,Anomalia Fisica
8.0,298.0,16.0,534.0,343.0,7.6,Anomalia Fisica
2.4,8.0,25.3,1000.0,-361.0,4.5,Anomalia Quimica
7.2,4.0,17.2,997.0,444.0,9.2,Agua Segura
4.4,4.0,18.8,1000.0,-408.0,2.1,Anomalia Quimica
7.3,3.0,16.3,1000.0,533.0,8.1,Agua Segura
7.5,1.0,24.9,413.0,379.0,7.2,Agua Segura
8.4,3.0,25.0,990.0,499.0,9.7,Agua Segura
4.7,5.0,27.1,1000.0,-125.0,4.3,Anomalia Quimica
6.9,2.0,19.5,199.0,421.0,9.6,Agua Segura
6.2,8.0,26.0,429.0,-97.0,0.4,Anomalia Biologica/Estancamiento
7.5,72.0,14.8,632.0,155.0,6.7,Anomalia Fisica
7.1,2.0,25.4,433.0,541.0,7.5,Agua Segura
7.0,0.0,21.6,742.0,457.0,7.2,Agua Segura
7.4,0.0,17.0,78.0,165.0,5.0,Agua Segura
7.6,2.0,25.2,733.0,478.0,7.3,Agua Segura
8.2,2.0,24.8,616.0,533.0,8.0,Agua Segura
8.3,0.0,29.4,424.0,445.0,8.0,Agua Segura
6.7,3.0,17.1,969.0,501.0,9.4,Agua Segura
7.6,1.0,28.8,567.0,215.0,6.0,Agua Segura
6.8,1.0,28.4,718.0,352.0,9.6,Agua Segura
7.0,2.0,28.3,557.0,499.0,9.1,Agua Segura
6.8,1.0,20.8,264.0,351.0,9.0,Agua Segura
7.2,1.0,25.5,159.0,122.0,4.9,Agua Segura
8.2,165.0,28.8,834.0,186.0,6.7,Anomalia Fisica
12.4,2.0,21.2,761.0,581.0,8.9,Anomalia de Hardware
8.2,3.0,16.2,1000.0,347.0,8.9,Agua Segura
7.6,10.0,25.4,482.0,51.0,2.2,Anomalia Biologica/Estancamiento
6.9,1.0,25.7,455.0,562.0,6.2,Agua Segura
4.6,1.0,26.5,1000.0,-818.0,3.6,Anomalia Quimica
7.8,1.0,19.5,355.0,475.0,9.1,Agua Segura
6.9,0.0,14.7,507.0,284.0,8.7,Agua Segura
3.3,5.0,17.9,1000.0,-706.0,4.3,Anomalia Quimica
8.4,1.0,21.8,170.0,444.0,9.3,Agua Segura
6.7,28.0,34.0,326.0,-85.0,1.1,Anomalia Biologica/Estancamiento
3.4,8.0,15.8,1000.0,-356.0,2.3,Anomalia Quimica
7.8,0.0,19.2,766.0,349.0,9.9,Agua Segura
8.0,0.0,18.5,176.0,423.0,8.0,Agua Segura
6.9,238.0,27.9,418.0,134.0,4.9,Anomalia Fisica
12.5,1.0,26.2,213.0,446.0,8.4,Anomalia de Hardware
4.0,4.0,26.2,1000.0,-777.0,3.4,Anomalia Quimica
7.1,0.0,17.1,274.0,557.0,8.3,Agua Segura
7.4,0.0,22.8,393.0,227.0,7.2,Agua Segura
5.0,13.0,29.3,1000.0,-115.0,2.3,Anomalia Quimica
7.3,153.0,19.7,463.0,259.0,5.6,Anomalia Fisica
7.8,3.0,17.5,971.0,266.0,8.0,Agua Segura
7.8,23.0,26.9,269.0,-6.0,0.4,Anomalia Biologica/Estancamiento
7.5,134.0,23.4,401.0,177.0,4.8,Anomalia Fisica
6.9,0.0,16.8,201.0,-8.0,0.2,Anomalia de Hardware
7.7,222.0,21.0,630.0,233.0,7.7,Anomalia Fisica
7.2,1.0,23.8,457.0,312.0,9.7,Agua Segura
8.2,1.0,18.5,634.0,452.0,6.5,Agua Segura
8.4,2.0,26.6,694.0,493.0,8.0,Agua Segura
7.9,2.0,22.4,241.0,398.0,9.3,Agua Segura
7.7,4000.0,19.5,333.0,539.0,9.3,Anomalia de Hardware
7.1,2.0,27.5,452.0,611.0,8.3,Agua Segura
7.8,2.0,21.1,365.0,388.0,7.3,Agua Segura
6.7,4.0,28.2,937.0,446.0,9.1,Agua Segura
7.8,30.0,34.4,369.0,38.0,2.1,Anomalia Biologica/Estancamiento
6.9,15.0,25.6,272.0,-31.0,1.3,Anomalia Biologica/Estancamiento
6.7,1.0,25.4,540.0,172.0,5.6,Agua Segura
7.0,0.0,19.6,323.0,339.0,6.2,Agua Segura
7.0,2.0,18.8,542.0,255.0,10.0,Agua Segura
6.7,1.0,18.5,492.0,487.0,6.2,Agua Segura
7.4,0.0,26.1,281.0,510.0,7.0,Agua Segura
8.3,0.0,28.6,719.0,566.0,9.5,Agua Segura
7.7,2.0,29.2,403.0,581.0,8.5,Agua Segura
8.3,1.0,26.3,782.0,129.0,5.7,Agua Segura
8.0,1.0,27.2,141.0,380.0,7.7,Agua Segura
6.7,4000.0,20.2,493.0,410.0,6.2,Anomalia de Hardware
7.0,2.0,20.6,105.0,228.0,8.4,Agua Segura
6.7,4.0,17.7,904.0,577.0,7.0,Agua Segura
8.1,2.0,28.8,620.0,122.0,5.7,Agua Segura
7.4,1.0,14.9,732.0,343.0,6.2,Agua Segura
3.2,2.0,21.3,1000.0,-636.0,6.0,Anomalia Quimica
7.3,1.0,18.6,675.0,539.0,6.9,Agua Segura
4.1,6.0,23.6,1000.0,-672.0,4.5,Anomalia Quimica
7.1,1.0,19.6,425.0,16.0,0.0,Anomalia de Hardware
7.9,8.0,30.1,413.0,-13.0,2.2,Anomalia Biologica/Estancamiento
8.0,1.0,19.4,401.0,353.0,8.0,Agua Segura
6.6,2.0,19.2,257.0,175.0,5.6,Agua Segura
6.8,1.0,20.1,306.0,1000.0,6.5,Anomalia de Hardware
8.5,9.0,32.1,511.0,56.0,0.5,Anomalia Biologica/Estancamiento
8.3,113.0,29.0,559.0,154.0,4.1,Anomalia Fisica
7.6,2.0,24.7,527.0,411.0,7.4,Agua Segura
8.1,3.0,24.2,966.0,500.0,7.2,Agua Segura
7.3,0.0,24.2,275.0,420.0,8.8,Agua Segura
7.8,2.0,24.6,503.0,391.0,7.9,Agua Segura
6.5,9.0,32.7,668.0,-96.0,1.0,Anomalia Biologica/Estancamiento
7.0,1.0,19.6,671.0,602.0,9.0,Agua Segura
8.4,211.0,19.5,541.0,137.0,5.9,Anomalia Fisica
8.2,2.0,16.6,661.0,426.0,9.5,Agua Segura
6.3,17.0,29.0,431.0,18.0,2.8,Anomalia Biologica/Estancamiento
6.9,2.0,26.1,506.0,155.0,4.2,Agua Segura
8.0,1.0,29.3,776.0,570.0,6.9,Agua Segura
8.4,1.0,18.2,660.0,366.0,8.5,Agua Segura
7.8,146.0,16.9,560.0,210.0,6.7,Anomalia Fisica
7.3,1.0,15.5,225.0,472.0,7.8,Agua Segura
2.1,9.0,27.9,1000.0,-623.0,3.7,Anomalia Quimica
7.3,0.0,23.5,437.0,578.0,8.3,Agua Segura
2.6,8.0,16.2,1000.0,-708.0,5.3,Anomalia Quimica
7.6,3.0,20.6,932.0,472.0,8.5,Agua Segura
3.6,10.0,26.1,1000.0,-662.0,5.4,Anomalia Quimica
8.2,2.0,27.9,102.0,621.0,8.5,Agua Segura
7.6,7.0,28.2,683.0,-44.0,3.2,Anomalia Biologica/Estancamiento
8.2,2.0,22.9,553.0,986.0,7.2,Anomalia de Hardware
7.2,3.0,19.1,948.0,297.0,8.7,Agua Segura
7.1,0.0,25.3,697.0,404.0,7.5,Agua Segura
